"CHECK_ID","BL_ID","CHECK_TIMESTAMP","COMPLIANT","VIOLATIONS","RISK_SCORE","RULES_CHECKED"
1,7903,"2026-07-27 08:15:16.894",false,"[""RESTRICTED_HS_CODE""]",30,3
101,7903,"2026-07-27 08:45:16.512",false,"[""RESTRICTED_HS_CODE""]",30,3
201,7903,"2026-07-27 09:15:16.640",false,"[""RESTRICTED_HS_CODE""]",30,3
300,1,"2026-08-01 21:45:20.805",true,"[""OVERWEIGHT""]",10,3
402,9167,"2026-08-18 07:16:19.624",true,"[]",0,3
400,9167,"2026-08-18 07:46:19.467",true,"[]",0,3
401,9167,"2026-08-18 08:16:19.437",true,"[]",0,3
301,568,"2026-08-18 08:26:17.836",true,"[]",0,3
500,14315,"2026-08-18 17:12:08.077",true,"[]",0,3
501,14314,"2026-08-18 17:12:08.077",true,"[]",0,3
502,14312,"2026-08-18 17:12:08.077",true,"[]",0,3
503,14311,"2026-08-18 17:12:08.077",true,"[]",0,3
504,14310,"2026-08-18 17:12:08.077",true,"[]",0,3
505,14309,"2026-08-18 17:12:08.077",true,"[]",0,3
506,14308,"2026-08-18 17:12:08.077",true,"[]",0,3
507,14307,"2026-08-18 17:12:08.077",true,"[]",0,3
508,14306,"2026-08-18 17:12:08.077",true,"[]",0,3
509,14305,"2026-08-18 17:12:08.077",true,"[]",0,3
510,14304,"2026-08-18 17:12:08.077",true,"[]",0,3
511,14303,"2026-08-18 17:12:08.077",true,"[]",0,3
512,14302,"2026-08-18 17:12:08.077",true,"[]",0,3
513,14301,"2026-08-18 17:12:08.077",true,"[]",0,3
514,14300,"2026-08-18 17:12:08.077",true,"[]",0,3
515,14000,"2026-08-18 17:12:08.077",true,"[""OVERWEIGHT""]",10,3
516,1,"2026-08-18 17:12:08.077",true,"[""OVERWEIGHT""]",10,3
517,7269,"2026-08-18 17:12:08.077",true,"[]",0,3
518,7222,"2026-08-18 17:12:08.077",true,"[]",0,3
519,5387,"2026-08-18 17:12:08.077",true,"[]",0,3
520,1135,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
521,5969,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
522,2691,"2026-08-18 17:12:08.077",true,"[]",0,3
523,6004,"2026-08-18 17:12:08.077",true,"[]",0,3
524,6729,"2026-08-18 17:12:08.077",true,"[]",0,3
525,4227,"2026-08-18 17:12:08.077",true,"[]",0,3
526,4720,"2026-08-18 17:12:08.077",true,"[]",0,3
527,8008,"2026-08-18 17:12:08.077",true,"[]",0,3
528,269,"2026-08-18 17:12:08.077",true,"[]",0,3
529,2004,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
530,1701,"2026-08-18 17:12:08.077",true,"[]",0,3
531,7469,"2026-08-18 17:12:08.077",true,"[]",0,3
532,568,"2026-08-18 17:12:08.077",true,"[]",0,3
533,4435,"2026-08-18 17:12:08.077",true,"[]",0,3
534,594,"2026-08-18 17:12:08.077",true,"[]",0,3
535,2723,"2026-08-18 17:12:08.077",true,"[]",0,3
536,2474,"2026-08-18 17:12:08.077",true,"[]",0,3
537,3120,"2026-08-18 17:12:08.077",true,"[]",0,3
538,13205,"2026-08-18 17:12:08.077",true,"[]",0,3
539,9,"2026-08-18 17:12:08.077",true,"[]",0,3
540,13209,"2026-08-18 17:12:08.077",true,"[]",0,3
541,13208,"2026-08-18 17:12:08.077",true,"[]",0,3
542,13210,"2026-08-18 17:12:08.077",true,"[]",0,3
543,13212,"2026-08-18 17:12:08.077",true,"[]",0,3
544,2,"2026-08-18 17:12:08.077",true,"[]",0,3
545,13203,"2026-08-18 17:12:08.077",true,"[]",0,3
546,5,"2026-08-18 17:12:08.077",true,"[]",0,3
547,4,"2026-08-18 17:12:08.077",true,"[]",0,3
548,889,"2026-08-18 17:12:08.077",true,"[]",0,3
549,3874,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
550,78,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
551,2805,"2026-08-18 17:12:08.077",true,"[]",0,3
552,6168,"2026-08-18 17:12:08.077",true,"[]",0,3
553,7450,"2026-08-18 17:12:08.077",true,"[]",0,3
554,7272,"2026-08-18 17:12:08.077",true,"[]",0,3
555,8963,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
556,2197,"2026-08-18 17:12:08.077",true,"[]",0,3
557,9863,"2026-08-18 17:12:08.077",true,"[]",0,3
558,9644,"2026-08-18 17:12:08.077",true,"[]",0,3
559,6980,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
560,4370,"2026-08-18 17:12:08.077",true,"[]",0,3
561,4110,"2026-08-18 17:12:08.077",true,"[]",0,3
562,1688,"2026-08-18 17:12:08.077",true,"[]",0,3
563,7794,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
564,4766,"2026-08-18 17:12:08.077",true,"[]",0,3
565,7098,"2026-08-18 17:12:08.077",true,"[]",0,3
566,9588,"2026-08-18 17:12:08.077",true,"[]",0,3
567,2037,"2026-08-18 17:12:08.077",true,"[]",0,3
568,5815,"2026-08-18 17:12:08.077",true,"[]",0,3
569,351,"2026-08-18 17:12:08.077",true,"[]",0,3
570,5990,"2026-08-18 17:12:08.077",true,"[]",0,3
571,9973,"2026-08-18 17:12:08.077",true,"[]",0,3
572,1442,"2026-08-18 17:12:08.077",true,"[]",0,3
573,2129,"2026-08-18 17:12:08.077",true,"[]",0,3
574,7871,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
575,1582,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
576,4163,"2026-08-18 17:12:08.077",true,"[]",0,3
577,4117,"2026-08-18 17:12:08.077",true,"[]",0,3
578,6238,"2026-08-18 17:12:08.077",true,"[]",0,3
579,9986,"2026-08-18 17:12:08.077",true,"[]",0,3
580,9180,"2026-08-18 17:12:08.077",true,"[]",0,3
581,74,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE"",""DANGEROUS_GOODS""]",50,3
582,1881,"2026-08-18 17:12:08.077",true,"[]",0,3
583,301,"2026-08-18 17:12:08.077",true,"[]",0,3
584,9709,"2026-08-18 17:12:08.077",true,"[]",0,3
585,6628,"2026-08-18 17:12:08.077",true,"[]",0,3
586,5022,"2026-08-18 17:12:08.077",true,"[]",0,3
587,967,"2026-08-18 17:12:08.077",true,"[]",0,3
588,2911,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
589,4869,"2026-08-18 17:12:08.077",true,"[]",0,3
590,2426,"2026-08-18 17:12:08.077",true,"[]",0,3
591,7628,"2026-08-18 17:12:08.077",true,"[]",0,3
592,9450,"2026-08-18 17:12:08.077",true,"[]",0,3
593,2950,"2026-08-18 17:12:08.077",true,"[]",0,3
594,9356,"2026-08-18 17:12:08.077",true,"[]",0,3
595,374,"2026-08-18 17:12:08.077",true,"[]",0,3
596,6854,"2026-08-18 17:12:08.077",true,"[]",0,3
597,2714,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
598,2298,"2026-08-18 17:12:08.077",true,"[]",0,3
599,7282,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
600,2611,"2026-08-18 17:12:08.077",true,"[]",0,3
601,50,"2026-08-18 17:12:08.077",true,"[]",0,3
602,2005,"2026-08-18 17:12:08.077",true,"[]",0,3
603,7420,"2026-08-18 17:12:08.077",true,"[]",0,3
604,8250,"2026-08-18 17:12:08.077",true,"[]",0,3
605,6334,"2026-08-18 17:12:08.077",true,"[]",0,3
606,3963,"2026-08-18 17:12:08.077",true,"[]",0,3
607,2556,"2026-08-18 17:12:08.077",true,"[]",0,3
608,4339,"2026-08-18 17:12:08.077",true,"[]",0,3
609,64,"2026-08-18 17:12:08.077",true,"[]",0,3
610,6614,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
611,3440,"2026-08-18 17:12:08.077",true,"[]",0,3
612,3566,"2026-08-18 17:12:08.077",true,"[]",0,3
613,9153,"2026-08-18 17:12:08.077",true,"[]",0,3
614,7570,"2026-08-18 17:12:08.077",true,"[]",0,3
615,3303,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
616,2257,"2026-08-18 17:12:08.077",true,"[]",0,3
617,7126,"2026-08-18 17:12:08.077",true,"[]",0,3
618,9034,"2026-08-18 17:12:08.077",true,"[]",0,3
619,2799,"2026-08-18 17:12:08.077",true,"[]",0,3
620,1335,"2026-08-18 17:12:08.077",true,"[]",0,3
621,3357,"2026-08-18 17:12:08.077",true,"[]",0,3
622,6611,"2026-08-18 17:12:08.077",true,"[]",0,3
623,8804,"2026-08-18 17:12:08.077",true,"[]",0,3
624,5683,"2026-08-18 17:12:08.077",true,"[]",0,3
625,7160,"2026-08-18 17:12:08.077",true,"[]",0,3
626,9481,"2026-08-18 17:12:08.077",true,"[]",0,3
627,716,"2026-08-18 17:12:08.077",true,"[]",0,3
628,2757,"2026-08-18 17:12:08.077",true,"[]",0,3
629,8723,"2026-08-18 17:12:08.077",true,"[]",0,3
630,7517,"2026-08-18 17:12:08.077",true,"[]",0,3
631,4617,"2026-08-18 17:12:08.077",true,"[]",0,3
632,458,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
633,7394,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
634,4310,"2026-08-18 17:12:08.077",true,"[]",0,3
635,1343,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE"",""DANGEROUS_GOODS""]",50,3
636,9780,"2026-08-18 17:12:08.077",true,"[]",0,3
637,2255,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
638,1661,"2026-08-18 17:12:08.077",true,"[]",0,3
639,3275,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
640,1120,"2026-08-18 17:12:08.077",true,"[]",0,3
641,4072,"2026-08-18 17:12:08.077",true,"[]",0,3
642,1639,"2026-08-18 17:12:08.077",true,"[]",0,3
643,4699,"2026-08-18 17:12:08.077",true,"[]",0,3
644,84,"2026-08-18 17:12:08.077",true,"[]",0,3
645,2084,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
646,9906,"2026-08-18 17:12:08.077",true,"[]",0,3
647,7200,"2026-08-18 17:12:08.077",true,"[]",0,3
648,2228,"2026-08-18 17:12:08.077",true,"[]",0,3
649,4959,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
650,9074,"2026-08-18 17:12:08.077",true,"[]",0,3
651,5638,"2026-08-18 17:12:08.077",true,"[]",0,3
652,8612,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
653,7513,"2026-08-18 17:12:08.077",true,"[]",0,3
654,4724,"2026-08-18 17:12:08.077",true,"[]",0,3
655,1291,"2026-08-18 17:12:08.077",true,"[]",0,3
656,4705,"2026-08-18 17:12:08.077",true,"[]",0,3
657,545,"2026-08-18 17:12:08.077",true,"[]",0,3
658,8257,"2026-08-18 17:12:08.077",true,"[]",0,3
659,36,"2026-08-18 17:12:08.077",true,"[]",0,3
660,869,"2026-08-18 17:12:08.077",true,"[]",0,3
661,4958,"2026-08-18 17:12:08.077",true,"[]",0,3
662,1709,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
663,3558,"2026-08-18 17:12:08.077",true,"[]",0,3
664,742,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
665,3371,"2026-08-18 17:12:08.077",true,"[]",0,3
666,456,"2026-08-18 17:12:08.077",true,"[]",0,3
667,4867,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
668,4788,"2026-08-18 17:12:08.077",true,"[]",0,3
669,8543,"2026-08-18 17:12:08.077",true,"[]",0,3
670,8796,"2026-08-18 17:12:08.077",true,"[]",0,3
671,1921,"2026-08-18 17:12:08.077",true,"[]",0,3
672,8887,"2026-08-18 17:12:08.077",true,"[]",0,3
673,6740,"2026-08-18 17:12:08.077",true,"[]",0,3
674,2478,"2026-08-18 17:12:08.077",true,"[]",0,3
675,3644,"2026-08-18 17:12:08.077",true,"[]",0,3
676,6396,"2026-08-18 17:12:08.077",true,"[]",0,3
677,9802,"2026-08-18 17:12:08.077",true,"[]",0,3
678,9620,"2026-08-18 17:12:08.077",true,"[]",0,3
679,1119,"2026-08-18 17:12:08.077",true,"[]",0,3
680,4513,"2026-08-18 17:12:08.077",true,"[]",0,3
681,6356,"2026-08-18 17:12:08.077",true,"[]",0,3
682,9195,"2026-08-18 17:12:08.077",true,"[]",0,3
683,8036,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
684,8377,"2026-08-18 17:12:08.077",true,"[]",0,3
685,1850,"2026-08-18 17:12:08.077",true,"[]",0,3
686,4685,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
687,9370,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
